Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2023-04-24,małopolskie,Olkuski,1212,0.00,0.09,38.53,2023-04-22,11.05,0.17,0.13,0.19,0.19,0.21,0.18,0.18,0.17,0.19,0.12,0.09,0.09,0.09,0.09,0.09
2023-04-24,małopolskie,Oświęcimski,1213,0.00,0.05,37.64,2023-04-22,15.27,0.20,0.13,0.14,0.15,0.12,0.13,0.13,0.13,0.14,0.11,0.09,0.06,0.05,0.05,0.05
2023-04-24,małopolskie,Proszowicki,1214,0.00,0.07,31.44,2023-04-22,4.31,0.20,0.20,0.20,0.20,0.17,0.03,0.00,0.00,0.03,0.03,0.07,0.07,0.07,0.07,0.07
2023-04-24,małopolskie,Suski,1215,0.00,0.44,29.95,2023-04-22,8.38,0.19,0.19,0.17,0.21,0.21,0.26,0.22,0.24,0.38,0.48,0.46,0.46,0.46,0.46,0.44
2023-04-24,małopolskie,Tarnowski,1216,0.00,0.12,14.49,2023-04-22,20.12,0.16,0.13,0.12,0.10,0.11,0.14,0.15,0.15,0.19,0.19,0.16,0.14,0.13,0.12,0.12
2023-04-24,małopolskie,Tatrzański,1217,0.00,0.08,19.46,2023-04-22,6.80,0.02,0.02,0.04,0.11,0.13,0.13,0.13,0.13,0.17,0.15,0.08,0.06,0.08,0.08,0.08
2023-04-24,małopolskie,Wadowicki,1218,0.00,0.20,30.73,2023-04-22,15.97,0.25,0.17,0.21,0.20,0.24,0.26,0.26,0.26,0.33,0.34,0.31,0.24,0.20,0.20,0.20
2023-04-24,małopolskie,Wielicki,1219,0.00,0.11,37.73,2023-04-22,13.07,0.10,0.10,0.13,0.12,0.15,0.16,0.16,0.16,0.23,0.20,0.20,0.13,0.11,0.11,0.11
2023-04-24,małopolskie,Kraków,1261,0.04,0.09,63.98,2023-04-22,78.00,0.23,0.16,0.14,0.14,0.14,0.13,0.12,0.13,0.15,0.13,0.11,0.11,0.10,0.10,0.09
2023-04-24,małopolskie,Nowy Sącz,1262,0.00,0.00,36.36,2023-04-22,8.36,0.09,0.05,0.03,0.03,0.09,0.10,0.09,0.09,0.09,0.09,0.07,0.02,0.00,0.00,0.00
2023-04-24,małopolskie,Tarnów,1263,0.00,0.18,48.15,2023-04-22,10.75,0.21,0.16,0.13,0.15,0.13,0.13,0.13,0.13,0.17,0.17,0.18,0.17,0.16,0.18,0.18
2023-04-24,mazowieckie,Białobrzeski,1401,0.00,0.09,28.52,2023-04-22,3.33,0.30,0.21,0.26,0.13,0.13,0.21,0.21,0.21,0.21,0.21,0.26,0.17,0.09,0.09,0.09
2023-04-24,mazowieckie,Ciechanowski,1402,0.00,0.08,31.79,2023-04-22,8.89,0.24,0.21,0.21,0.21,0.19,0.14,0.14,0.14,0.13,0.13,0.13,0.11,0.08,0.08,0.08
2023-04-24,mazowieckie,Garwoliński,1403,0.00,0.24,25.80,2023-04-22,10.86,0.48,0.34,0.33,0.30,0.29,0.35,0.33,0.33,0.41,0.42,0.33,0.29,0.24,0.24,0.24
2023-04-24,mazowieckie,Gostyniński,1404,0.00,0.19,24.82,2023-04-22,4.46,0.42,0.42,0.32,0.26,0.22,0.13,0.13,0.13,0.22,0.22,0.22,0.26,0.19,0.19,0.19
2023-04-24,mazowieckie,Grodziski,1405,0.00,0.01,44.10,2023-04-22,9.75,0.22,0.16,0.15,0.15,0.10,0.13,0.13,0.13,0.15,0.10,0.09,0.07,0.04,0.03,0.01
2023-04-24,mazowieckie,Grójecki,1406,0.00,0.09,34.41,2023-04-22,9.80,0.16,0.10,0.16,0.18,0.18,0.22,0.23,0.25,0.29,0.25,0.19,0.16,0.12,0.10,0.09
2023-04-24,mazowieckie,Kozienicki,1407,0.00,0.14,29.56,2023-04-22,5.96,0.43,0.21,0.21,0.19,0.19,0.19,0.17,0.17,0.21,0.17,0.19,0.17,0.12,0.12,0.14
2023-04-24,mazowieckie,Legionowski,1408,0.00,0.11,44.92,2023-04-22,11.99,0.56,0.43,0.43,0.41,0.36,0.34,0.30,0.31,0.34,0.25,0.22,0.17,0.12,0.12,0.11
2023-04-24,mazowieckie,Lipski,1409,0.00,0.25,24.21,2023-04-22,3.36,0.38,0.09,0.34,0.42,0.42,0.42,0.42,0.42,0.55,0.30,0.21,0.21,0.25,0.25,0.25
2023-04-24,mazowieckie,Łosicki,1410,0.00,0.37,21.60,2023-04-22,3.06,0.70,0.47,0.79,0.89,0.93,0.98,1.03,0.98,1.12,0.79,0.65,0.70,0.42,0.37,0.37
2023-04-24,mazowieckie,Makowski,1411,0.00,0.06,30.64,2023-04-22,4.44,0.45,0.39,0.29,0.22,0.29,0.22,0.22,0.22,0.16,0.13,0.10,0.03,0.03,0.06,0.06
2023-04-24,mazowieckie,Miński,1412,0.00,0.17,32.53,2023-04-22,15.50,0.43,0.36,0.31,0.25,0.22,0.35,0.33,0.32,0.37,0.34,0.30,0.30,0.17,0.17,0.17
2023-04-24,mazowieckie,Mławski,1413,0.42,0.16,29.80,2023-04-22,7.23,0.18,0.20,0.18,0.18,0.20,0.22,0.20,0.18,0.12,0.14,0.12,0.14,0.10,0.12,0.16
2023-04-24,mazowieckie,Nowodworski,1414,0.25,0.11,40.40,2023-04-22,7.93,0.31,0.20,0.31,0.34,0.32,0.32,0.32,0.32,0.34,0.27,0.15,0.13,0.11,0.11,0.11
2023-04-24,mazowieckie,Ostrołęcki,1415,0.00,0.34,16.75,2023-04-22,8.85,0.31,0.24,0.26,0.26,0.29,0.29,0.29,0.29,0.40,0.37,0.34,0.32,0.34,0.34,0.34
2023-04-24,mazowieckie,Ostrowski,1416,0.00,0.18,23.88,2023-04-22,7.18,0.36,0.20,0.28,0.20,0.26,0.34,0.34,0.34,0.38,0.22,0.28,0.26,0.18,0.18,0.18
2023-04-24,mazowieckie,Otwocki,1417,0.08,0.11,39.04,2023-04-22,12.43,0.58,0.34,0.37,0.27,0.32,0.32,0.30,0.29,0.32,0.31,0.26,0.17,0.11,0.11,0.11
2023-04-24,mazowieckie,Piaseczyński,1418,0.00,0.08,58.52,2023-04-22,19.06,0.21,0.17,0.17,0.20,0.18,0.20,0.19,0.18,0.19,0.18,0.13,0.12,0.07,0.07,0.08
2023-04-24,mazowieckie,Płocki,1419,0.00,0.06,21.80,2023-04-22,11.07,0.22,0.18,0.14,0.10,0.10,0.10,0.10,0.10,0.13,0.09,0.08,0.09,0.06,0.06,0.06
2023-04-24,mazowieckie,Płoński,1420,0.00,0.10,27.79,2023-04-22,8.67,0.23,0.13,0.10,0.08,0.08,0.08,0.08,0.08,0.13,0.12,0.13,0.13,0.08,0.10,0.10
2023-04-24,mazowieckie,Pruszkowski,1421,0.00,0.03,44.75,2023-04-22,16.67,0.09,0.07,0.09,0.09,0.11,0.10,0.11,0.11,0.11,0.08,0.08,0.05,0.04,0.03,0.03
2023-04-24,mazowieckie,Przasnyski,1422,0.00,0.44,28.26,2023-04-22,5.21,0.38,0.33,0.24,0.19,0.19,0.22,0.22,0.22,0.24,0.38,0.44,0.46,0.44,0.44,0.44
2023-04-24,mazowieckie,Przysuski,1423,0.00,0.07,25.41,2023-04-22,4.11,0.21,0.17,0.17,0.17,0.17,0.14,0.17,0.17,0.17,0.17,0.17,0.14,0.10,0.07,0.07
2023-04-24,mazowieckie,Pułtuski,1424,0.00,0.05,28.58,2023-04-22,5.17,0.08,0.05,0.05,0.08,0.05,0.03,0.05,0.05,0.08,0.08,0.05,0.08,0.08,0.05,0.05
2023-04-24,mazowieckie,Radomski,1425,0.00,0.12,15.73,2023-04-22,15.22,0.39,0.31,0.28,0.29,0.24,0.27,0.26,0.27,0.31,0.25,0.20,0.17,0.13,0.13,0.12
2023-04-24,mazowieckie,Siedlecki,1426,0.00,0.16,11.02,2023-04-22,8.14,0.40,0.30,0.28,0.26,0.24,0.24,0.23,0.24,0.30,0.28,0.23,0.25,0.18,0.18,0.16
2023-04-24,mazowieckie,Sierpecki,1427,0.00,0.08,27.50,2023-04-22,5.15,0.66,0.47,0.33,0.25,0.22,0.14,0.14,0.11,0.14,0.11,0.08,0.05,0.08,0.08,0.08
2023-04-24,mazowieckie,Sochaczewski,1428,0.00,0.12,35.82,2023-04-22,8.48,0.40,0.29,0.25,0.22,0.17,0.27,0.25,0.27,0.30,0.27,0.25,0.24,0.14,0.14,0.12
2023-04-24,mazowieckie,Sokołowski,1429,0.00,0.08,28.59,2023-04-22,5.33,0.11,0.05,0.05,0.05,0.05,0.08,0.08,0.08,0.08,0.11,0.11,0.08,0.05,0.05,0.08
2023-04-24,mazowieckie,Szydłowiecki,1430,0.00,0.04,19.80,2023-04-22,3.93,0.07,0.07,0.11,0.11,0.11,0.11,0.11,0.11,0.07,0.07,0.07,0.07,0.04,0.04,0.04
2023-04-24,mazowieckie,Warszawski Zachodni,1432,0.00,0.26,51.99,2023-04-22,12.01,0.32,0.24,0.24,0.24,0.26,0.25,0.24,0.24,0.30,0.28,0.26,0.26,0.26,0.26,0.26
2023-04-24,mazowieckie,Węgrowski,1433,0.00,0.13,23.36,2023-04-22,6.54,0.50,0.41,0.30,0.33,0.26,0.26,0.26,0.28,0.37,0.35,0.28,0.20,0.15,0.15,0.13
2023-04-24,mazowieckie,Wołomiński,1434,0.04,0.05,39.16,2023-04-22,25.24,0.27,0.25,0.26,0.22,0.19,0.18,0.18,0.17,0.18,0.11,0.09,0.08,0.05,0.05,0.05
2023-04-24,mazowieckie,Wyszkowski,1435,0.40,0.38,32.00,2023-04-22,7.42,0.62,0.46,0.62,0.56,0.56,0.50,0.52,0.52,0.59,0.42,0.40,0.38,0.38,0.38,0.38
2023-04-24,mazowieckie,Zwoleński,1436,0.00,0.28,19.85,2023-04-22,3.59,0.44,0.24,0.52,0.56,0.60,0.63,0.63,0.63,0.79,0.52,0.40,0.36,0.28,0.28,0.28
2023-04-24,mazowieckie,Żuromiński,1437,0.26,0.41,26.46,2023-04-22,3.82,0.37,0.22,0.22,0.07,0.19,0.33,0.30,0.30,0.30,0.45,0.56,0.52,0.41,0.41,0.41
2023-04-24,mazowieckie,Żyrardowski,1438,0.00,0.07,34.31,2023-04-22,7.54,0.17,0.15,0.13,0.17,0.15,0.11,0.11,0.11,0.13,0.13,0.11,0.07,0.07,0.07,0.07
2023-04-24,mazowieckie,Ostrołęka,1461,0.00,0.22,45.64,2023-04-22,5.17,0.91,0.55,0.41,0.47,0.44,0.50,0.47,0.47,0.61,0.47,0.36,0.30,0.22,0.22,0.22
2023-04-24,mazowieckie,Płock,1462,0.17,0.11,51.80,2023-04-22,11.83,0.22,0.14,0.16,0.20,0.23,0.22,0.22,0.22,0.23,0.18,0.11,0.08,0.09,0.09,0.11
2023-04-24,mazowieckie,Radom,1463,0.19,0.10,39.30,2023-04-22,20.93,0.41,0.20,0.22,0.25,0.23,0.22,0.22,0.22,0.22,0.19,0.11,0.11,0.10,0.10,0.10
2023-04-24,mazowieckie,Siedlce,1464,0.00,0.29,40.07,2023-04-22,7.78,0.58,0.53,0.46,0.38,0.33,0.27,0.26,0.26,0.35,0.35,0.36,0.29,0.29,0.29,0.29
2023-04-24,mazowieckie,Warszawa,1465,0.03,0.08,71.13,2023-04-22,179.42,0.22,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.16,0.13,0.12,0.10,0.09,0.09,0.08
2023-04-24,opolskie,Brzeski,1601,0.00,0.14,28.73,2023-04-22,8.93,0.19,0.14,0.11,0.09,0.13,0.13,0.11,0.11,0.13,0.14,0.13,0.09,0.11,0.13,0.14
2023-04-24,opolskie,Głubczycki,1602,0.00,0.03,32.88,2023-04-22,4.50,0.31,0.19,0.19,0.13,0.09,0.13,0.13,0.13,0.13,0.09,0.03,0.06,0.03,0.03,0.03
2023-04-24,opolskie,Kędzierzyńsko-Kozielski,1603,0.00,0.02,32.71,2023-04-22,9.30,0.12,0.12,0.09,0.14,0.11,0.11,0.11,0.12,0.12,0.12,0.08,0.06,0.03,0.03,0.02
2023-04-24,opolskie,Kluczborski,1604,0.00,0.04,35.27,2023-04-22,6.50,0.20,0.17,0.15,0.13,0.11,0.11,0.11,0.09,0.07,0.04,0.04,0.04,0.04,0.04,0.04
2023-04-24,opolskie,Krapkowicki,1605,0.00,0.02,51.96,2023-04-22,6.32,0.02,0.02,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
2023-04-24,opolskie,Namysłowski,1606,0.00,0.03,32.46,2023-04-22,4.25,0.20,0.20,0.27,0.27,0.23,0.13,0.10,0.10,0.10,0.00,0.00,0.03,0.03,0.03,0.03
2023-04-24,opolskie,Nyski,1607,0.07,0.02,26.87,2023-04-22,13.49,0.21,0.13,0.17,0.23,0.19,0.18,0.18,0.18,0.18,0.15,0.05,0.03,0.02,0.02,0.02
2023-04-24,opolskie,Oleski,1608,0.00,0.14,27.30,2023-04-22,6.38,0.20,0.13,0.13,0.11,0.13,0.11,0.11,0.11,0.13,0.09,0.11,0.16,0.11,0.14,0.14
2023-04-24,opolskie,Opolski,1609,0.00,0.06,23.67,2023-04-22,12.35,0.20,0.11,0.14,0.15,0.15,0.17,0.16,0.15,0.14,0.10,0.08,0.08,0.05,0.06,0.06
2023-04-24,opolskie,Prudnicki,1610,0.00,0.10,27.26,2023-04-22,5.48,0.26,0.26,0.34,0.41,0.39,0.31,0.31,0.34,0.36,0.26,0.18,0.15,0.15,0.13,0.10
2023-04-24,opolskie,Strzelecki,1611,0.00,0.04,31.84,2023-04-22,7.39,0.15,0.15,0.17,0.23,0.17,0.17,0.11,0.11,0.13,0.09,0.04,0.04,0.04,0.04,0.04
2023-04-24,opolskie,Opole,1661,0.00,0.12,57.66,2023-04-22,12.78,0.29,0.20,0.19,0.16,0.22,0.26,0.26,0.26,0.25,0.21,0.23,0.16,0.12,0.12,0.12
2023-04-24,podkarpackie,Bieszczadzki,1801,0.00,0.20,20.31,2023-04-22,2.15,0.26,0.13,0.20,0.20,0.46,0.60,0.60,0.60,0.66,0.60,0.60,0.33,0.20,0.20,0.20
2023-04-24,podkarpackie,Brzozowski,1802,0.00,0.04,17.30,2023-04-22,6.54,0.15,0.13,0.11,0.04,0.07,0.09,0.09,0.09,0.13,0.13,0.09,0.07,0.04,0.04,0.04
2023-04-24,podkarpackie,Dębicki,1803,0.07,0.08,14.69,2023-04-22,13.50,0.22,0.18,0.20,0.12,0.15,0.16,0.15,0.15,0.15,0.10,0.13,0.09,0.08,0.08,0.08
2023-04-24,podkarpackie,Jarosławski,1804,0.08,0.05,20.74,2023-04-22,11.97,0.13,0.13,0.12,0.13,0.15,0.17,0.13,0.13,0.14,0.13,0.09,0.06,0.06,0.06,0.05
2023-04-24,podkarpackie,Jasielski,1805,0.00,0.13,21.47,2023-04-22,11.29,0.16,0.10,0.08,0.08,0.11,0.15,0.16,0.16,0.21,0.19,0.16,0.14,0.13,0.11,0.13
2023-04-24,podkarpackie,Kolbuszowski,1806,0.00,0.07,9.34,2023-04-22,6.20,0.05,0.05,0.11,0.16,0.23,0.25,0.25,0.23,0.25,0.18,0.14,0.09,0.07,0.07,0.07
2023-04-24,podkarpackie,Krośnieński,1807,0.00,0.15,14.67,2023-04-22,11.19,0.28,0.24,0.22,0.14,0.17,0.20,0.20,0.20,0.26,0.22,0.20,0.18,0.15,0.15,0.15
2023-04-24,podkarpackie,Leżajski,1808,0.00,0.06,19.75,2023-04-22,6.90,0.31,0.21,0.14,0.12,0.14,0.16,0.16,0.16,0.18,0.16,0.16,0.14,0.04,0.04,0.06
2023-04-24,podkarpackie,Lubaczowski,1809,0.00,0.10,23.30,2023-04-22,5.47,0.21,0.15,0.18,0.13,0.16,0.18,0.21,0.21,0.21,0.15,0.23,0.21,0.16,0.13,0.10
2023-04-24,podkarpackie,Łańcucki,1810,0.00,0.00,19.33,2023-04-22,8.12,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
2023-04-24,podkarpackie,Mielecki,1811,0.00,0.07,18.10,2023-04-22,13.64,0.14,0.07,0.15,0.16,0.21,0.21,0.21,0.20,0.22,0.16,0.13,0.06,0.07,0.07,0.07
2023-04-24,podkarpackie,Niżański,1812,0.00,0.11,15.30,2023-04-22,6.62,0.26,0.26,0.19,0.19,0.24,0.17,0.17,0.17,0.24,0.24,0.19,0.11,0.11,0.11,0.11
2023-04-24,podkarpackie,Przemyski,1813,0.00,0.29,9.01,2023-04-22,7.39,0.12,0.10,0.12,0.12,0.10,0.08,0.08,0.08,0.27,0.27,0.29,0.25,0.29,0.29,0.29
2023-04-24,podkarpackie,Przeworski,1814,0.00,0.24,14.69,2023-04-22,7.80,0.16,0.16,0.16,0.13,0.15,0.18,0.18,0.20,0.22,0.20,0.28,0.28,0.26,0.26,0.24
2023-04-24,podkarpackie,Ropczycko-Sędziszowski,1815,0.00,0.27,15.09,2023-04-22,7.46,0.32,0.19,0.15,0.19,0.19,0.17,0.19,0.19,0.30,0.25,0.25,0.27,0.27,0.27,0.27
2023-04-24,podkarpackie,Rzeszowski,1816,0.00,0.11,10.57,2023-04-22,17.06,0.13,0.08,0.07,0.05,0.07,0.09,0.09,0.09,0.10,0.10,0.10,0.09,0.11,0.12,0.11
2023-04-24,podkarpackie,Sanocki,1817,0.00,0.11,19.44,2023-04-22,9.38,0.21,0.12,0.20,0.17,0.14,0.18,0.23,0.23,0.24,0.15,0.18,0.18,0.15,0.11,0.11
2023-04-24,podkarpackie,Stalowowolski,1818,0.00,0.16,22.89,2023-04-22,10.54,0.26,0.20,0.22,0.20,0.28,0.24,0.24,0.24,0.26,0.26,0.23,0.16,0.15,0.15,0.16
2023-04-24,podkarpackie,Strzyżowski,1819,0.00,0.05,16.37,2023-04-22,6.12,0.00,0.00,0.05,0.07,0.09,0.09,0.09,0.09,0.09,0.05,0.05,0.02,0.05,0.05,0.05
2023-04-24,podkarpackie,Tarnobrzeski,1820,0.00,0.16,13.83,2023-04-22,5.27,0.33,0.24,0.27,0.22,0.33,0.27,0.27,0.27,0.33,0.33,0.24,0.14,0.16,0.16,0.16
2023-04-24,podkarpackie,Leski,1821,0.00,0.11,18.15,2023-04-22,2.64,0.11,0.05,0.05,0.05,0.11,0.16,0.16,0.16,0.22,0.22,0.22,0.16,0.11,0.11,0.11
2023-04-24,podkarpackie,Krosno,1861,0.00,0.12,42.09,2023-04-22,4.59,0.25,0.22,0.16,0.13,0.09,0.06,0.06,0.09,0.09,0.12,0.15,0.15,0.15,0.15,0.12
2023-04-24,podkarpackie,Przemyśl,1862,0.00,0.85,42.35,2023-04-22,5.98,0.07,0.05,0.12,0.12,0.14,0.21,0.21,0.24,0.95,0.92,0.90,0.90,0.87,0.87,0.85
2023-04-24,podkarpackie,Rzeszów,1863,0.00,0.05,64.25,2023-04-22,19.66,0.16,0.15,0.15,0.11,0.06,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.06,0.06,0.05
2023-04-24,podkarpackie,Tarnobrzeg,1864,0.00,0.18,45.17,2023-04-22,4.64,0.18,0.09,0.18,0.18,0.21,0.18,0.18,0.18,0.24,0.18,0.18,0.15,0.18,0.18,0.18
2023-04-24,podlaskie,Augustowski,2001,0.00,0.07,26.41,2023-04-22,5.77,0.39,0.37,0.42,0.35,0.37,0.30,0.27,0.27,0.27,0.25,0.20,0.10,0.07,0.07,0.07
2023-04-24,podlaskie,Białostocki,2002,0.00,0.20,19.74,2023-04-22,15.08,0.44,0.34,0.37,0.31,0.30,0.34,0.34,0.34,0.41,0.35,0.32,0.25,0.20,0.20,0.20
2023-04-24,podlaskie,Bielski,2003,0.00,0.39,26.32,2023-04-22,5.37,0.55,0.55,0.47,0.50,0.45,0.45,0.50,0.50,0.58,0.61,0.53,0.50,0.45,0.42,0.39
2023-04-24,podlaskie,Grajewski,2004,0.00,0.03,19.39,2023-04-22,4.68,0.06,0.03,0.03,0.06,0.06,0.09,0.09,0.09,0.12,0.09,0.06,0.06,0.03,0.03,0.03
2023-04-24,podlaskie,Hajnowski,2005,0.00,0.24,30.70,2023-04-22,4.20,0.37,0.34,0.30,0.34,0.31,0.27,0.20,0.17,0.20,0.27,0.20,0.24,0.24,0.24,0.24
2023-04-24,podlaskie,Kolneński,2006,0.00,0.04,15.50,2023-04-22,3.79,0.19,0.19,0.23,0.15,0.11,0.19,0.19,0.19,0.19,0.15,0.15,0.19,0.04,0.04,0.04
2023-04-24,podlaskie,Łomżyński,2007,0.00,0.11,7.60,2023-04-22,5.08,0.14,0.08,0.14,0.17,0.25,0.20,0.20,0.23,0.23,0.17,0.14,0.06,0.11,0.14,0.11
2023-04-24,podlaskie,Moniecki,2008,0.00,0.32,22.16,2023-04-22,4.01,0.18,0.14,0.21,0.21,0.25,0.29,0.25,0.25,0.32,0.32,0.32,0.36,0.36,0.36,0.32
2023-04-24,podlaskie,Sejneński,2009,0.00,0.21,22.54,2023-04-22,1.97,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.07,0.14,0.21,0.21,0.21,0.21
2023-04-24,podlaskie,Siemiatycki,2010,0.00,0.20,21.68,2023-04-22,4.36,0.49,0.33,0.42,0.45,0.39,0.33,0.33,0.33,0.33,0.29,0.23,0.20,0.20,0.20,0.20
2023-04-24,podlaskie,Sokólski,2011,0.00,0.15,25.89,2023-04-22,6.59,0.54,0.52,0.69,0.56,0.60,0.50,0.50,0.50,0.58,0.32,0.28,0.15,0.13,0.13,0.15
2023-04-24,podlaskie,Suwalski,2012,0.00,0.12,9.99,2023-04-22,3.56,0.56,0.40,0.48,0.36,0.24,0.16,0.16,0.12,0.24,0.12,0.12,0.12,0.12,0.12,0.12
2023-04-24,podlaskie,Wysokomazowiecki,2013,0.00,0.30,25.59,2023-04-22,5.64,0.40,0.25,0.25,0.30,0.25,0.23,0.25,0.25,0.35,0.33,0.23,0.28,0.30,0.30,0.30
2023-04-24,podlaskie,Zambrowski,2014,0.00,0.03,23.70,2023-04-22,4.32,0.10,0.10,0.03,0.03,0.03,0.07,0.07,0.03,0.03,0.07,0.07,0.07,0.03,0.03,0.03
2023-04-24,podlaskie,Białystok,2061,0.00,0.23,50.79,2023-04-22,29.70,0.52,0.37,0.49,0.48,0.46,0.42,0.42,0.42,0.47,0.27,0.26,0.22,0.23,0.23,0.23
2023-04-24,podlaskie,Łomża,2062,0.16,0.16,39.57,2023-04-22,6.26,0.39,0.25,0.21,0.18,0.39,0.43,0.43,0.43,0.50,0.52,0.46,0.23,0.16,0.16,0.16
2023-04-24,podlaskie,Suwałki,2063,0.00,0.12,39.26,2023-04-22,6.96,0.16,0.10,0.08,0.06,0.06,0.04,0.02,0.04,0.08,0.10,0.12,0.12,0.14,0.14,0.12
2023-04-24,pomorskie,Bytowski,2201,0.00,0.14,30.76,2023-04-22,7.91,0.29,0.25,0.24,0.22,0.20,0.20,0.20,0.20,0.20,0.23,0.20,0.20,0.14,0.14,0.14
2023-04-24,pomorskie,Chojnicki,2202,0.00,0.12,38.42,2023-04-22,9.77,0.19,0.12,0.07,0.09,0.13,0.10,0.12,0.12,0.14,0.17,0.17,0.13,0.13,0.12,0.12
2023-04-24,pomorskie,Człuchowski,2203,0.00,0.05,30.46,2023-04-22,5.58,0.26,0.23,0.18,0.13,0.15,0.21,0.21,0.18,0.21,0.15,0.13,0.08,0.05,0.05,0.05
2023-04-24,pomorskie,Gdański,2204,0.00,0.11,35.23,2023-04-22,12.03,0.31,0.24,0.28,0.19,0.18,0.13,0.13,0.12,0.17,0.13,0.13,0.11,0.11,0.11,0.11
2023-04-24,pomorskie,Kartuski,2205,0.00,0.05,26.02,2023-04-22,14.19,0.08,0.05,0.06,0.10,0.11,0.09,0.09,0.10,0.12,0.12,0.07,0.05,0.06,0.06,0.05
2023-04-24,pomorskie,Kościerski,2206,0.27,0.04,33.08,2023-04-22,7.29,0.12,0.12,0.06,0.06,0.04,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04
2023-04-24,pomorskie,Kwidzyński,2207,0.12,0.14,33.82,2023-04-22,8.30,0.29,0.21,0.21,0.24,0.24,0.21,0.22,0.22,0.24,0.24,0.19,0.19,0.15,0.14,0.14
2023-04-24,pomorskie,Lęborski,2208,0.00,0.09,38.83,2023-04-22,6.61,0.15,0.11,0.09,0.09,0.09,0.11,0.11,0.11,0.15,0.15,0.11,0.11,0.09,0.09,0.09
2023-04-24,pomorskie,Malborski,2209,0.00,0.18,36.36,2023-04-22,6.32,0.36,0.25,0.27,0.27,0.23,0.21,0.18,0.18,0.27,0.27,0.25,0.20,0.18,0.18,0.18
2023-04-24,pomorskie,Nowodworski,2210,0.28,0.12,37.03,2023-04-22,3.54,0.32,0.20,0.16,0.16,0.16,0.16,0.20,0.20,0.28,0.24,0.20,0.20,0.16,0.12,0.12
2023-04-24,pomorskie,Pucki,2211,0.00,0.05,29.10,2023-04-22,8.76,0.23,0.15,0.10,0.15,0.13,0.16,0.15,0.15,0.16,0.11,0.10,0.08,0.05,0.05,0.05
2023-04-24,pomorskie,Słupski,2212,0.00,0.03,23.21,2023-04-22,9.88,0.11,0.09,0.04,0.04,0.04,0.06,0.07,0.07,0.07,0.10,0.10,0.09,0.04,0.03,0.03
2023-04-24,pomorskie,Starogardzki,2213,0.00,0.03,32.93,2023-04-22,12.82,0.05,0.03,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.06,0.07,0.05,0.05,0.05,0.03
2023-04-24,pomorskie,Tczewski,2214,0.00,0.02,39.41,2023-04-22,11.52,0.22,0.17,0.20,0.15,0.14,0.09,0.09,0.10,0.11,0.06,0.05,0.04,0.04,0.04,0.02
2023-04-24,pomorskie,Wejherowski,2215,0.14,0.05,34.44,2023-04-22,21.95,0.12,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.05,0.04,0.04,0.05,0.05
2023-04-24,pomorskie,Sztumski,2216,0.00,0.00,37.43,2023-04-22,4.11,0.10,0.07,0.07,0.03,0.03,0.07,0.07,0.07,0.07,0.03,0.03,0.03,0.00,0.00,0.00
2023-04-24,pomorskie,Gdańsk,2261,0.00,0.16,66.28,2023-04-22,47.08,0.23,0.17,0.18,0.21,0.22,0.21,0.21,0.21,0.23,0.23,0.19,0.16,0.15,0.14,0.16
2023-04-24,pomorskie,Gdynia,2262,0.00,0.07,61.62,2023-04-22,24.50,0.16,0.10,0.12,0.10,0.10,0.13,0.12,0.11,0.15,0.13,0.13,0.11,0.07,0.07,0.07
2023-04-24,pomorskie,Słupsk,2263,0.00,0.06,60.07,2023-04-22,8.98,0.16,0.09,0.09,0.06,0.03,0.03,0.03,0.03,0.08,0.08,0.08,0.06,0.06,0.06,0.06
2023-04-24,pomorskie,Sopot,2264,0.00,0.16,84.35,2023-04-22,3.53,0.48,0.36,0.28,0.16,0.16,0.08,0.08,0.08,0.16,0.08,0.12,0.16,0.16,0.16,0.16
2023-04-24,śląskie,Będziński,2401,0.00,0.07,38.72,2023-04-22,14.73,0.10,0.08,0.13,0.13,0.12,0.15,0.16,0.16,0.15,0.12,0.12,0.10,0.07,0.07,0.07
2023-04-24,śląskie,Bielski,2402,0.00,0.07,30.23,2023-04-22,16.63,0.19,0.12,0.15,0.13,0.14,0.14,0.15,0.16,0.20,0.15,0.14,0.12,0.10,0.09,0.07
2023-04-24,śląskie,Cieszyński,2403,0.00,0.02,34.57,2023-04-22,17.75,0.05,0.03,0.04,0.03,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.02
