Date,Voivodeships,Districts,Terytorial Code,14D Total Deaths / 10000,7D AVR Infections / 10000,(% ) Booster Dose,Date - Booster Dose,Population / 10000,t14,t13,t12,t11,t10,t9,t8,t7,t6,t5,t4,t3,t2,t1,t
2023-04-29,małopolskie,Olkuski,1212,0.00,0.05,38.53,2023-04-22,11.05,0.18,0.18,0.17,0.19,0.12,0.09,0.09,0.09,0.09,0.09,0.09,0.06,0.06,0.05,0.05
2023-04-29,małopolskie,Oświęcimski,1213,0.00,0.06,37.64,2023-04-22,15.27,0.13,0.13,0.13,0.14,0.11,0.09,0.06,0.05,0.05,0.05,0.07,0.08,0.07,0.08,0.06
2023-04-29,małopolskie,Proszowicki,1214,0.00,0.00,31.44,2023-04-22,4.31,0.03,0.00,0.00,0.03,0.03,0.07,0.07,0.07,0.07,0.07,0.03,0.03,0.00,0.00,0.00
2023-04-29,małopolskie,Suski,1215,0.00,0.10,29.95,2023-04-22,8.38,0.26,0.22,0.24,0.38,0.48,0.46,0.46,0.46,0.46,0.44,0.38,0.24,0.21,0.15,0.10
2023-04-29,małopolskie,Tarnowski,1216,0.00,0.05,14.49,2023-04-22,20.12,0.14,0.15,0.15,0.19,0.19,0.16,0.14,0.13,0.12,0.12,0.10,0.08,0.06,0.05,0.05
2023-04-29,małopolskie,Tatrzański,1217,0.00,0.08,19.46,2023-04-22,6.80,0.13,0.13,0.13,0.17,0.15,0.08,0.06,0.08,0.08,0.08,0.06,0.09,0.09,0.11,0.08
2023-04-29,małopolskie,Wadowicki,1218,0.00,0.05,30.73,2023-04-22,15.97,0.26,0.26,0.26,0.33,0.34,0.31,0.24,0.20,0.20,0.20,0.13,0.08,0.05,0.06,0.05
2023-04-29,małopolskie,Wielicki,1219,0.00,0.04,37.73,2023-04-22,13.07,0.16,0.16,0.16,0.23,0.20,0.20,0.13,0.11,0.11,0.11,0.03,0.03,0.03,0.04,0.04
2023-04-29,małopolskie,Kraków,1261,0.00,0.08,63.98,2023-04-22,78.00,0.13,0.12,0.13,0.15,0.13,0.11,0.11,0.10,0.10,0.09,0.08,0.09,0.08,0.09,0.08
2023-04-29,małopolskie,Nowy Sącz,1262,0.00,0.05,36.36,2023-04-22,8.36,0.10,0.09,0.09,0.09,0.09,0.07,0.02,0.00,0.00,0.00,0.02,0.02,0.03,0.03,0.05
2023-04-29,małopolskie,Tarnów,1263,0.00,0.09,48.15,2023-04-22,10.75,0.13,0.13,0.13,0.17,0.17,0.18,0.17,0.16,0.18,0.18,0.14,0.13,0.10,0.10,0.09
2023-04-29,mazowieckie,Białobrzeski,1401,0.00,0.04,28.52,2023-04-22,3.33,0.21,0.21,0.21,0.21,0.21,0.26,0.17,0.09,0.09,0.09,0.09,0.04,0.04,0.04,0.04
2023-04-29,mazowieckie,Ciechanowski,1402,0.00,0.05,31.79,2023-04-22,8.89,0.14,0.14,0.14,0.13,0.13,0.13,0.11,0.08,0.08,0.08,0.06,0.05,0.03,0.06,0.05
2023-04-29,mazowieckie,Garwoliński,1403,0.00,0.08,25.80,2023-04-22,10.86,0.35,0.33,0.33,0.41,0.42,0.33,0.29,0.24,0.24,0.24,0.16,0.09,0.12,0.12,0.08
2023-04-29,mazowieckie,Gostyniński,1404,0.00,0.06,24.82,2023-04-22,4.46,0.13,0.13,0.13,0.22,0.22,0.22,0.26,0.19,0.19,0.19,0.13,0.16,0.13,0.06,0.06
2023-04-29,mazowieckie,Grodziski,1405,0.00,0.03,44.10,2023-04-22,9.75,0.13,0.13,0.13,0.15,0.10,0.09,0.07,0.04,0.03,0.01,0.01,0.01,0.03,0.03,0.03
2023-04-29,mazowieckie,Grójecki,1406,0.00,0.10,34.41,2023-04-22,9.80,0.22,0.23,0.25,0.29,0.25,0.19,0.16,0.12,0.10,0.09,0.10,0.09,0.10,0.09,0.10
2023-04-29,mazowieckie,Kozienicki,1407,0.00,0.24,29.56,2023-04-22,5.96,0.19,0.17,0.17,0.21,0.17,0.19,0.17,0.12,0.12,0.14,0.12,0.17,0.17,0.24,0.24
2023-04-29,mazowieckie,Legionowski,1408,0.00,0.10,44.92,2023-04-22,11.99,0.34,0.30,0.31,0.34,0.25,0.22,0.17,0.12,0.12,0.11,0.13,0.13,0.11,0.11,0.10
2023-04-29,mazowieckie,Lipski,1409,0.00,0.09,24.21,2023-04-22,3.36,0.42,0.42,0.42,0.55,0.30,0.21,0.21,0.25,0.25,0.25,0.17,0.17,0.13,0.13,0.09
2023-04-29,mazowieckie,Łosicki,1410,0.00,0.14,21.60,2023-04-22,3.06,0.98,1.03,0.98,1.12,0.79,0.65,0.70,0.42,0.37,0.37,0.28,0.23,0.19,0.09,0.14
2023-04-29,mazowieckie,Makowski,1411,0.00,0.03,30.64,2023-04-22,4.44,0.22,0.22,0.22,0.16,0.13,0.10,0.03,0.03,0.06,0.06,0.06,0.06,0.03,0.03,0.03
2023-04-29,mazowieckie,Miński,1412,0.00,0.06,32.53,2023-04-22,15.50,0.35,0.33,0.32,0.37,0.34,0.30,0.30,0.17,0.17,0.17,0.12,0.08,0.12,0.10,0.06
2023-04-29,mazowieckie,Mławski,1413,0.28,0.24,29.80,2023-04-22,7.23,0.22,0.20,0.18,0.12,0.14,0.12,0.14,0.10,0.12,0.16,0.26,0.22,0.22,0.20,0.24
2023-04-29,mazowieckie,Nowodworski,1414,0.13,0.07,40.40,2023-04-22,7.93,0.32,0.32,0.32,0.34,0.27,0.15,0.13,0.11,0.11,0.11,0.16,0.11,0.09,0.09,0.07
2023-04-29,mazowieckie,Ostrołęcki,1415,0.00,0.21,16.75,2023-04-22,8.85,0.29,0.29,0.29,0.40,0.37,0.34,0.32,0.34,0.34,0.34,0.31,0.31,0.31,0.26,0.21
2023-04-29,mazowieckie,Ostrowski,1416,0.00,0.10,23.88,2023-04-22,7.18,0.34,0.34,0.34,0.38,0.22,0.28,0.26,0.18,0.18,0.18,0.22,0.24,0.18,0.14,0.10
2023-04-29,mazowieckie,Otwocki,1417,0.00,0.11,39.04,2023-04-22,12.43,0.32,0.30,0.29,0.32,0.31,0.26,0.17,0.11,0.11,0.11,0.11,0.08,0.07,0.09,0.11
2023-04-29,mazowieckie,Piaseczyński,1418,0.00,0.05,58.52,2023-04-22,19.06,0.20,0.19,0.18,0.19,0.18,0.13,0.12,0.07,0.07,0.08,0.08,0.05,0.05,0.04,0.05
2023-04-29,mazowieckie,Płocki,1419,0.00,0.10,21.80,2023-04-22,11.07,0.10,0.10,0.10,0.13,0.09,0.08,0.09,0.06,0.06,0.06,0.06,0.08,0.10,0.10,0.10
2023-04-29,mazowieckie,Płoński,1420,0.00,0.05,27.79,2023-04-22,8.67,0.08,0.08,0.08,0.13,0.12,0.13,0.13,0.08,0.10,0.10,0.07,0.09,0.07,0.05,0.05
2023-04-29,mazowieckie,Pruszkowski,1421,0.00,0.03,44.75,2023-04-22,16.67,0.10,0.11,0.11,0.11,0.08,0.08,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.03
2023-04-29,mazowieckie,Przasnyski,1422,0.00,0.66,28.26,2023-04-22,5.21,0.22,0.22,0.22,0.24,0.38,0.44,0.46,0.44,0.44,0.44,0.41,0.33,0.44,0.68,0.66
2023-04-29,mazowieckie,Przysuski,1423,0.00,0.10,25.41,2023-04-22,4.11,0.14,0.17,0.17,0.17,0.17,0.17,0.14,0.10,0.07,0.07,0.17,0.14,0.10,0.10,0.10
2023-04-29,mazowieckie,Pułtuski,1424,0.00,0.00,28.58,2023-04-22,5.17,0.03,0.05,0.05,0.08,0.08,0.05,0.08,0.08,0.05,0.05,0.03,0.03,0.03,0.00,0.00
2023-04-29,mazowieckie,Radomski,1425,0.00,0.10,15.73,2023-04-22,15.22,0.27,0.26,0.27,0.31,0.25,0.20,0.17,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.10
2023-04-29,mazowieckie,Siedlecki,1426,0.00,0.18,11.02,2023-04-22,8.14,0.24,0.23,0.24,0.30,0.28,0.23,0.25,0.18,0.18,0.16,0.19,0.16,0.18,0.18,0.18
2023-04-29,mazowieckie,Sierpecki,1427,0.00,0.03,27.50,2023-04-22,5.15,0.14,0.14,0.11,0.14,0.11,0.08,0.05,0.08,0.08,0.08,0.05,0.03,0.03,0.03,0.03
2023-04-29,mazowieckie,Sochaczewski,1428,0.00,0.12,35.82,2023-04-22,8.48,0.27,0.25,0.27,0.30,0.27,0.25,0.24,0.14,0.14,0.12,0.12,0.07,0.10,0.12,0.12
2023-04-29,mazowieckie,Sokołowski,1429,0.00,0.05,28.59,2023-04-22,5.33,0.08,0.08,0.08,0.08,0.11,0.11,0.08,0.05,0.05,0.08,0.11,0.05,0.05,0.05,0.05
2023-04-29,mazowieckie,Szydłowiecki,1430,0.00,0.04,19.80,2023-04-22,3.93,0.11,0.11,0.11,0.07,0.07,0.07,0.07,0.04,0.04,0.04,0.04,0.00,0.00,0.04,0.04
2023-04-29,mazowieckie,Warszawski Zachodni,1432,0.00,0.06,51.99,2023-04-22,12.01,0.25,0.24,0.24,0.30,0.28,0.26,0.26,0.26,0.26,0.26,0.21,0.18,0.14,0.09,0.06
2023-04-29,mazowieckie,Węgrowski,1433,0.00,0.00,23.36,2023-04-22,6.54,0.26,0.26,0.28,0.37,0.35,0.28,0.20,0.15,0.15,0.13,0.04,0.04,0.04,0.04,0.00
2023-04-29,mazowieckie,Wołomiński,1434,0.04,0.03,39.16,2023-04-22,25.24,0.18,0.18,0.17,0.18,0.11,0.09,0.08,0.05,0.05,0.05,0.03,0.05,0.04,0.04,0.03
2023-04-29,mazowieckie,Wyszkowski,1435,0.13,0.07,32.00,2023-04-22,7.42,0.50,0.52,0.52,0.59,0.42,0.40,0.38,0.38,0.38,0.38,0.31,0.23,0.21,0.13,0.07
2023-04-29,mazowieckie,Zwoleński,1436,0.00,0.04,19.85,2023-04-22,3.59,0.63,0.63,0.63,0.79,0.52,0.40,0.36,0.28,0.28,0.28,0.12,0.08,0.08,0.08,0.04
2023-04-29,mazowieckie,Żuromiński,1437,0.00,0.15,26.46,2023-04-22,3.82,0.33,0.30,0.30,0.30,0.45,0.56,0.52,0.41,0.41,0.41,0.45,0.33,0.22,0.19,0.15
2023-04-29,mazowieckie,Żyrardowski,1438,0.00,0.04,34.31,2023-04-22,7.54,0.11,0.11,0.11,0.13,0.13,0.11,0.07,0.07,0.07,0.07,0.06,0.07,0.04,0.04,0.04
2023-04-29,mazowieckie,Ostrołęka,1461,0.00,0.25,45.64,2023-04-22,5.17,0.50,0.47,0.47,0.61,0.47,0.36,0.30,0.22,0.22,0.22,0.11,0.22,0.25,0.22,0.25
2023-04-29,mazowieckie,Płock,1462,0.17,0.11,51.80,2023-04-22,11.83,0.22,0.22,0.22,0.23,0.18,0.11,0.08,0.09,0.09,0.11,0.15,0.15,0.13,0.12,0.11
2023-04-29,mazowieckie,Radom,1463,0.05,0.06,39.30,2023-04-22,20.93,0.22,0.22,0.22,0.22,0.19,0.11,0.11,0.10,0.10,0.10,0.11,0.06,0.05,0.07,0.06
2023-04-29,mazowieckie,Siedlce,1464,0.00,0.07,40.07,2023-04-22,7.78,0.27,0.26,0.26,0.35,0.35,0.36,0.29,0.29,0.29,0.29,0.16,0.11,0.11,0.09,0.07
2023-04-29,mazowieckie,Warszawa,1465,0.01,0.07,71.13,2023-04-22,179.42,0.15,0.15,0.15,0.16,0.13,0.12,0.10,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07
2023-04-29,opolskie,Brzeski,1601,0.00,0.08,28.73,2023-04-22,8.93,0.13,0.11,0.11,0.13,0.14,0.13,0.09,0.11,0.13,0.14,0.13,0.13,0.13,0.11,0.08
2023-04-29,opolskie,Głubczycki,1602,0.00,0.13,32.88,2023-04-22,4.50,0.13,0.13,0.13,0.13,0.09,0.03,0.06,0.03,0.03,0.03,0.13,0.13,0.13,0.13,0.13
2023-04-29,opolskie,Kędzierzyńsko-Kozielski,1603,0.00,0.05,32.71,2023-04-22,9.30,0.11,0.11,0.12,0.12,0.12,0.08,0.06,0.03,0.03,0.02,0.03,0.03,0.03,0.05,0.05
2023-04-29,opolskie,Kluczborski,1604,0.00,0.09,35.27,2023-04-22,6.50,0.11,0.11,0.09,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.09,0.06,0.09
2023-04-29,opolskie,Krapkowicki,1605,0.00,0.02,51.96,2023-04-22,6.32,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.02,0.02
2023-04-29,opolskie,Namysłowski,1606,0.00,0.00,32.46,2023-04-22,4.25,0.13,0.10,0.10,0.10,0.00,0.00,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.00,0.00
2023-04-29,opolskie,Nyski,1607,0.00,0.10,26.87,2023-04-22,13.49,0.18,0.18,0.18,0.18,0.15,0.05,0.03,0.02,0.02,0.02,0.03,0.04,0.06,0.08,0.10
2023-04-29,opolskie,Oleski,1608,0.00,0.05,27.30,2023-04-22,6.38,0.11,0.11,0.11,0.13,0.09,0.11,0.16,0.11,0.14,0.14,0.14,0.14,0.11,0.05,0.05
2023-04-29,opolskie,Opolski,1609,0.00,0.06,23.67,2023-04-22,12.35,0.17,0.16,0.15,0.14,0.10,0.08,0.08,0.05,0.06,0.06,0.08,0.07,0.06,0.06,0.06
2023-04-29,opolskie,Prudnicki,1610,0.00,0.08,27.26,2023-04-22,5.48,0.31,0.31,0.34,0.36,0.26,0.18,0.15,0.15,0.13,0.10,0.13,0.10,0.10,0.10,0.08
2023-04-29,opolskie,Strzelecki,1611,0.00,0.06,31.84,2023-04-22,7.39,0.17,0.11,0.11,0.13,0.09,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.06
2023-04-29,opolskie,Opole,1661,0.00,0.12,57.66,2023-04-22,12.78,0.26,0.26,0.26,0.25,0.21,0.23,0.16,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.12
2023-04-29,podkarpackie,Bieszczadzki,1801,0.00,0.20,20.31,2023-04-22,2.15,0.60,0.60,0.60,0.66,0.60,0.60,0.33,0.20,0.20,0.20,0.13,0.13,0.26,0.20,0.20
2023-04-29,podkarpackie,Brzozowski,1802,0.00,0.04,17.30,2023-04-22,6.54,0.09,0.09,0.09,0.13,0.13,0.09,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
2023-04-29,podkarpackie,Dębicki,1803,0.00,0.06,14.69,2023-04-22,13.50,0.16,0.15,0.15,0.15,0.10,0.13,0.09,0.08,0.08,0.08,0.10,0.09,0.07,0.07,0.06
2023-04-29,podkarpackie,Jarosławski,1804,0.00,0.00,20.74,2023-04-22,11.97,0.17,0.13,0.13,0.14,0.13,0.09,0.06,0.06,0.06,0.05,0.04,0.04,0.04,0.02,0.00
2023-04-29,podkarpackie,Jasielski,1805,0.00,0.04,21.47,2023-04-22,11.29,0.15,0.16,0.16,0.21,0.19,0.16,0.14,0.13,0.11,0.13,0.08,0.09,0.06,0.06,0.04
2023-04-29,podkarpackie,Kolbuszowski,1806,0.00,0.05,9.34,2023-04-22,6.20,0.25,0.25,0.23,0.25,0.18,0.14,0.09,0.07,0.07,0.07,0.02,0.05,0.07,0.05,0.05
2023-04-29,podkarpackie,Krośnieński,1807,0.00,0.14,14.67,2023-04-22,11.19,0.20,0.20,0.20,0.26,0.22,0.20,0.18,0.15,0.15,0.15,0.15,0.19,0.19,0.17,0.14
2023-04-29,podkarpackie,Leżajski,1808,0.00,0.14,19.75,2023-04-22,6.90,0.16,0.16,0.16,0.18,0.16,0.16,0.14,0.04,0.04,0.06,0.10,0.12,0.14,0.14,0.14
2023-04-29,podkarpackie,Lubaczowski,1809,0.00,0.03,23.30,2023-04-22,5.47,0.18,0.21,0.21,0.21,0.15,0.23,0.21,0.16,0.13,0.10,0.10,0.08,0.00,0.03,0.03
2023-04-29,podkarpackie,Łańcucki,1810,0.00,0.02,19.33,2023-04-22,8.12,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.02,0.02
2023-04-29,podkarpackie,Mielecki,1811,0.00,0.03,18.10,2023-04-22,13.64,0.21,0.21,0.20,0.22,0.16,0.13,0.06,0.07,0.07,0.07,0.05,0.04,0.02,0.03,0.03
2023-04-29,podkarpackie,Niżański,1812,0.00,0.17,15.30,2023-04-22,6.62,0.17,0.17,0.17,0.24,0.24,0.19,0.11,0.11,0.11,0.11,0.13,0.15,0.13,0.17,0.17
2023-04-29,podkarpackie,Przemyski,1813,0.00,0.19,9.01,2023-04-22,7.39,0.08,0.08,0.08,0.27,0.27,0.29,0.25,0.29,0.29,0.29,0.18,0.16,0.17,0.19,0.19
2023-04-29,podkarpackie,Przeworski,1814,0.13,0.04,14.69,2023-04-22,7.80,0.18,0.18,0.20,0.22,0.20,0.28,0.28,0.26,0.26,0.24,0.22,0.18,0.13,0.11,0.04
2023-04-29,podkarpackie,Ropczycko-Sędziszowski,1815,0.00,0.11,15.09,2023-04-22,7.46,0.17,0.19,0.19,0.30,0.25,0.25,0.27,0.27,0.27,0.27,0.17,0.21,0.15,0.11,0.11
2023-04-29,podkarpackie,Rzeszowski,1816,0.00,0.03,10.57,2023-04-22,17.06,0.09,0.09,0.09,0.10,0.10,0.10,0.09,0.11,0.12,0.11,0.10,0.08,0.08,0.08,0.03
2023-04-29,podkarpackie,Sanocki,1817,0.11,0.02,19.44,2023-04-22,9.38,0.18,0.23,0.23,0.24,0.15,0.18,0.18,0.15,0.11,0.11,0.09,0.08,0.03,0.03,0.02
2023-04-29,podkarpackie,Stalowowolski,1818,0.00,0.03,22.89,2023-04-22,10.54,0.24,0.24,0.24,0.26,0.26,0.23,0.16,0.15,0.15,0.16,0.13,0.08,0.05,0.04,0.03
2023-04-29,podkarpackie,Strzyżowski,1819,0.00,0.05,16.37,2023-04-22,6.12,0.09,0.09,0.09,0.09,0.05,0.05,0.02,0.05,0.05,0.05,0.07,0.07,0.05,0.07,0.05
2023-04-29,podkarpackie,Tarnobrzeski,1820,0.00,0.08,13.83,2023-04-22,5.27,0.27,0.27,0.27,0.33,0.33,0.24,0.14,0.16,0.16,0.16,0.14,0.05,0.08,0.08,0.08
2023-04-29,podkarpackie,Leski,1821,0.00,0.00,18.15,2023-04-22,2.64,0.16,0.16,0.16,0.22,0.22,0.22,0.16,0.11,0.11,0.11,0.05,0.05,0.00,0.00,0.00
2023-04-29,podkarpackie,Krosno,1861,0.00,0.19,42.09,2023-04-22,4.59,0.06,0.06,0.09,0.09,0.12,0.15,0.15,0.15,0.15,0.12,0.25,0.22,0.16,0.16,0.19
2023-04-29,podkarpackie,Przemyśl,1862,0.00,0.17,42.35,2023-04-22,5.98,0.21,0.21,0.24,0.95,0.92,0.90,0.90,0.87,0.87,0.85,0.19,0.14,0.19,0.17,0.17
2023-04-29,podkarpackie,Rzeszów,1863,0.00,0.02,64.25,2023-04-22,19.66,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.02
2023-04-29,podkarpackie,Tarnobrzeg,1864,0.00,0.09,45.17,2023-04-22,4.64,0.18,0.18,0.18,0.24,0.18,0.18,0.15,0.18,0.18,0.18,0.12,0.12,0.12,0.12,0.09
2023-04-29,podlaskie,Augustowski,2001,0.00,0.12,26.41,2023-04-22,5.77,0.30,0.27,0.27,0.27,0.25,0.20,0.10,0.07,0.07,0.07,0.10,0.05,0.10,0.12,0.12
2023-04-29,podlaskie,Białostocki,2002,0.00,0.17,19.74,2023-04-22,15.08,0.34,0.34,0.34,0.41,0.35,0.32,0.25,0.20,0.20,0.20,0.20,0.15,0.12,0.18,0.17
2023-04-29,podlaskie,Bielski,2003,0.00,0.29,26.32,2023-04-22,5.37,0.45,0.50,0.50,0.58,0.61,0.53,0.50,0.45,0.42,0.39,0.34,0.29,0.31,0.26,0.29
2023-04-29,podlaskie,Grajewski,2004,0.00,0.03,19.39,2023-04-22,4.68,0.09,0.09,0.09,0.12,0.09,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2023-04-29,podlaskie,Hajnowski,2005,0.24,0.20,30.70,2023-04-22,4.20,0.27,0.20,0.17,0.20,0.27,0.20,0.24,0.24,0.24,0.24,0.24,0.24,0.17,0.14,0.20
2023-04-29,podlaskie,Kolneński,2006,0.00,0.04,15.50,2023-04-22,3.79,0.19,0.19,0.19,0.19,0.15,0.15,0.19,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04
2023-04-29,podlaskie,Łomżyński,2007,0.00,0.03,7.60,2023-04-22,5.08,0.20,0.20,0.23,0.23,0.17,0.14,0.06,0.11,0.14,0.11,0.11,0.08,0.08,0.08,0.03
2023-04-29,podlaskie,Moniecki,2008,0.00,0.18,22.16,2023-04-22,4.01,0.29,0.25,0.25,0.32,0.32,0.32,0.36,0.36,0.36,0.32,0.25,0.18,0.25,0.21,0.18
2023-04-29,podlaskie,Sejneński,2009,0.00,0.00,22.54,2023-04-22,1.97,0.07,0.07,0.07,0.14,0.07,0.14,0.21,0.21,0.21,0.21,0.14,0.14,0.07,0.00,0.00
2023-04-29,podlaskie,Siemiatycki,2010,0.00,0.26,21.68,2023-04-22,4.36,0.33,0.33,0.33,0.33,0.29,0.23,0.20,0.20,0.20,0.20,0.23,0.26,0.26,0.26,0.26
2023-04-29,podlaskie,Sokólski,2011,0.15,0.21,25.89,2023-04-22,6.59,0.50,0.50,0.50,0.58,0.32,0.28,0.15,0.13,0.13,0.15,0.13,0.13,0.17,0.19,0.21
2023-04-29,podlaskie,Suwalski,2012,0.00,0.08,9.99,2023-04-22,3.56,0.16,0.16,0.12,0.24,0.12,0.12,0.12,0.12,0.12,0.12,0.00,0.00,0.04,0.08,0.08
2023-04-29,podlaskie,Wysokomazowiecki,2013,0.00,0.20,25.59,2023-04-22,5.64,0.23,0.25,0.25,0.35,0.33,0.23,0.28,0.30,0.30,0.30,0.20,0.25,0.25,0.20,0.20
2023-04-29,podlaskie,Zambrowski,2014,0.00,0.03,23.70,2023-04-22,4.32,0.07,0.07,0.03,0.03,0.07,0.07,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
2023-04-29,podlaskie,Białystok,2061,0.07,0.11,50.79,2023-04-22,29.70,0.42,0.42,0.42,0.47,0.27,0.26,0.22,0.23,0.23,0.23,0.20,0.20,0.17,0.14,0.11
2023-04-29,podlaskie,Łomża,2062,0.16,0.02,39.57,2023-04-22,6.26,0.43,0.43,0.43,0.50,0.52,0.46,0.23,0.16,0.16,0.16,0.09,0.02,0.00,0.00,0.02
2023-04-29,podlaskie,Suwałki,2063,0.00,0.04,39.26,2023-04-22,6.96,0.04,0.02,0.04,0.08,0.10,0.12,0.12,0.14,0.14,0.12,0.08,0.06,0.04,0.06,0.04
2023-04-29,pomorskie,Bytowski,2201,0.00,0.11,30.76,2023-04-22,7.91,0.20,0.20,0.20,0.20,0.23,0.20,0.20,0.14,0.14,0.14,0.13,0.11,0.11,0.07,0.11
2023-04-29,pomorskie,Chojnicki,2202,0.00,0.15,38.42,2023-04-22,9.77,0.10,0.12,0.12,0.14,0.17,0.17,0.13,0.13,0.12,0.12,0.12,0.09,0.06,0.16,0.15
2023-04-29,pomorskie,Człuchowski,2203,0.00,0.10,30.46,2023-04-22,5.58,0.21,0.21,0.18,0.21,0.15,0.13,0.08,0.05,0.05,0.05,0.05,0.05,0.08,0.10,0.10
2023-04-29,pomorskie,Gdański,2204,0.00,0.05,35.23,2023-04-22,12.03,0.13,0.13,0.12,0.17,0.13,0.13,0.11,0.11,0.11,0.11,0.07,0.05,0.02,0.02,0.05
2023-04-29,pomorskie,Kartuski,2205,0.00,0.03,26.02,2023-04-22,14.19,0.09,0.09,0.10,0.12,0.12,0.07,0.05,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03
2023-04-29,pomorskie,Kościerski,2206,0.14,0.06,33.08,2023-04-22,7.29,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.06
2023-04-29,pomorskie,Kwidzyński,2207,0.12,0.05,33.82,2023-04-22,8.30,0.21,0.22,0.22,0.24,0.24,0.19,0.19,0.15,0.14,0.14,0.14,0.12,0.09,0.05,0.05
2023-04-29,pomorskie,Lęborski,2208,0.00,0.04,38.83,2023-04-22,6.61,0.11,0.11,0.11,0.15,0.15,0.11,0.11,0.09,0.09,0.09,0.06,0.04,0.04,0.04,0.04
2023-04-29,pomorskie,Malborski,2209,0.00,0.11,36.36,2023-04-22,6.32,0.21,0.18,0.18,0.27,0.27,0.25,0.20,0.18,0.18,0.18,0.11,0.09,0.07,0.11,0.11
2023-04-29,pomorskie,Nowodworski,2210,0.00,0.04,37.03,2023-04-22,3.54,0.16,0.20,0.20,0.28,0.24,0.20,0.20,0.16,0.12,0.12,0.08,0.04,0.04,0.04,0.04
2023-04-29,pomorskie,Pucki,2211,0.00,0.05,29.10,2023-04-22,8.76,0.16,0.15,0.15,0.16,0.11,0.10,0.08,0.05,0.05,0.05,0.03,0.07,0.03,0.03,0.05
2023-04-29,pomorskie,Słupski,2212,0.00,0.06,23.21,2023-04-22,9.88,0.06,0.07,0.07,0.07,0.10,0.10,0.09,0.04,0.03,0.03,0.06,0.04,0.06,0.06,0.06
2023-04-29,pomorskie,Starogardzki,2213,0.00,0.01,32.93,2023-04-22,12.82,0.08,0.08,0.08,0.08,0.06,0.07,0.05,0.05,0.05,0.03,0.05,0.03,0.01,0.01,0.01
2023-04-29,pomorskie,Tczewski,2214,0.00,0.08,39.41,2023-04-22,11.52,0.09,0.09,0.10,0.11,0.06,0.05,0.04,0.04,0.04,0.02,0.02,0.04,0.05,0.06,0.08
2023-04-29,pomorskie,Wejherowski,2215,0.00,0.02,34.44,2023-04-22,21.95,0.07,0.06,0.06,0.07,0.06,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.02,0.03,0.02
2023-04-29,pomorskie,Sztumski,2216,0.00,0.10,37.43,2023-04-22,4.11,0.07,0.07,0.07,0.07,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.10
2023-04-29,pomorskie,Gdańsk,2261,0.02,0.07,66.28,2023-04-22,47.08,0.21,0.21,0.21,0.23,0.23,0.19,0.16,0.15,0.14,0.16,0.14,0.10,0.08,0.08,0.07
2023-04-29,pomorskie,Gdynia,2262,0.00,0.05,61.62,2023-04-22,24.50,0.13,0.12,0.11,0.15,0.13,0.13,0.11,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.05
2023-04-29,pomorskie,Słupsk,2263,0.00,0.03,60.07,2023-04-22,8.98,0.03,0.03,0.03,0.08,0.08,0.08,0.06,0.06,0.06,0.06,0.02,0.00,0.00,0.00,0.03
2023-04-29,pomorskie,Sopot,2264,0.00,0.12,84.35,2023-04-22,3.53,0.08,0.08,0.08,0.16,0.08,0.12,0.16,0.16,0.16,0.16,0.08,0.12,0.16,0.12,0.12
2023-04-29,śląskie,Będziński,2401,0.00,0.04,38.72,2023-04-22,14.73,0.15,0.16,0.16,0.15,0.12,0.12,0.10,0.07,0.07,0.07,0.08,0.06,0.05,0.05,0.04
2023-04-29,śląskie,Bielski,2402,0.06,0.04,30.23,2023-04-22,16.63,0.14,0.15,0.16,0.20,0.15,0.14,0.12,0.10,0.09,0.07,0.05,0.05,0.05,0.04,0.04
2023-04-29,śląskie,Cieszyński,2403,0.00,0.04,34.57,2023-04-22,17.75,0.03,0.02,0.02,0.02,0.01,0.01,0.03,0.02,0.02,0.02,0.06,0.06,0.06,0.04,0.04
